[Tuesday/November 05/11/2024 17:39:38] /media/Anime/Oshi no Ko S02 1080p WEBRip DD+ x265-EMBER/[EMBER] Oshi no Ko S2 - 12.mkv | length=1531.552 | time=1404.82
[Tuesday/November 05/11/2024 19:17:26] /media/Anime/Oshi no Ko S02 1080p WEBRip DD+ x265-EMBER/[EMBER] Oshi no Ko S2 - 12.mkv | length=1531.552 | time=1441.732
[Tuesday/November 05/11/2024 19:36:57] /media/Anime/Oshi no Ko S02 1080p WEBRip DD+ x265-EMBER/[EMBER] Oshi no Ko S2 - 13.mkv | length=1421.963 | time=1421.921
[Wednesday/November 06/11/2024 18:57:32] /media/Anime/Ranma/[Erai-raws] Ranma 1_2 (2024) - 05 [1080p][Multiple Subtitle][70EDF511].mkv | length=1470.101 | time=1389.763
[Thursday/November 07/11/2024 23:42:51] /media/Anime/Dandadan/[SubsPlease] Dandadan - 06 (1080p) [9E6B72C6].mkv | length=1437.083 | time=1346.471
[Saturday/November 09/11/2024 23:26:14] /media/Anime/Movies/Look.Back.2024.1080p.AMZN.WEB-DL.DUAL.DDP5.1.H.264.MSubs-ToonsHub.mkv | length=3500.032 | time=3357.083
[Sunday/November 10/11/2024 11:25:47] /media/Anime/[Erai-raws] Ranma 1_2 (2024) - 06 [1080p][Multiple Subtitle][C7ADCA4F].mkv | length=1462.128 | time=1.21
[Sunday/November 10/11/2024 15:56:36] /media/Anime/Ranma/[Erai-raws] Ranma 1_2 (2024) - 06 [1080p][Multiple Subtitle][C7ADCA4F].mkv | length=1462.128 | time=1358.357
[Sunday/November 10/11/2024 16:41:33] /media/Anime/Movies/Look.Back.2024.1080p.AMZN.WEB-DL.DUAL.DDP5.1.H.264.MSubs-ToonsHub.mkv | length=3500.032 | time=3364.042
[Sunday/November 10/11/2024 21:17:54] /media/Anime/Movies/Look.Back.2024.1080p.AMZN.WEB-DL.DUAL.DDP5.1.H.264.MSubs-ToonsHub.mkv | length=3500.032 | time=3365.667
[Sunday/November 10/11/2024 21:35:25] /home/raflasia/Downloads/app.py - earproject - Visual Studio Code 2024-11-10 20-21-19.mp4 | length=79.295966666667 | time=79.329333333333
[Sunday/November 10/11/2024 21:36:43] /home/raflasia/Downloads/Ear Recognition System - Google Chrome 2024-11-10 20-24-26.mp4 | length=33.663979166667 | time=33.590066666667
[Sunday/November 10/11/2024 21:36:44] /home/raflasia/Downloads/grub2/assets/assets/2k/select_w.png | length=0 | time=0
[Sunday/November 10/11/2024 21:36:45] /home/raflasia/Downloads/grub2/assets/assets/2k/viewbox.png | length=0 | time=0
[Sunday/November 10/11/2024 21:36:45] /home/raflasia/Downloads/grub2/assets/assets/4k/info.png | length=0 | time=0
[Sunday/November 10/11/2024 21:37:13] /home/raflasia/Downloads/Ear Recognition System - Google Chrome 2024-11-10 20-24-26.mp4 | length=33.663979166667 | time=15.7713
[Tuesday/November 12/11/2024 12:55:10] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E04 [64DF8011].mkv | length=1430.998 | time=1430.998
[Tuesday/November 12/11/2024 13:07:36] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E05 [68F55FF8].mkv | length=1603.802 | time=1601.225
[Tuesday/November 12/11/2024 13:19:06] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E06 [4239BF5C].mkv | length=1520.372 | time=1520.31
[Tuesday/November 12/11/2024 13:31:21] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E07 [CB86C7CE].mkv | length=1436.757 | time=1436.757
[Tuesday/November 12/11/2024 13:41:25] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E08 [D448B62C].mkv | length=1436.711 | time=1436.6414400008
[Tuesday/November 12/11/2024 13:56:15] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E09 [5978C104].mkv | length=1431.323 | time=1431.263
[Tuesday/November 12/11/2024 14:07:39] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E10 [8166E42E].mkv | length=1431.463 | time=1431.388
[Tuesday/November 12/11/2024 14:34:13] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E11 [6E53FA42].mkv | length=1513.43 | time=1513.345
[Tuesday/November 12/11/2024 14:50:25] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E12 [327D4FD5].mkv | length=1431.415 | time=1431.415
[Tuesday/November 12/11/2024 15:08:56] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E13 [5AA14572].mkv | length=1431.37 | time=1431.37
